"","age","HI"
"1901",1,11.8180464766489
"1902",1,11.8180464766489
"1903",1,11.8180464766489
"1904",1,11.8180464766489
"1905",1,11.8180464766489
"1906",1,11.8180464766489
"1907",1,11.8180464766489
"1908",1,11.8180464766489
"1909",1,11.8180464766489
"1910",1,11.8180464766489
"1911",1,11.8180464766489
"1912",1,11.8180464766489
"1913",1,11.8180464766489
"1914",1,11.8180464766489
"1915",1,11.8180464766489
"1916",1,11.8180464766489
"1917",1,11.8180464766489
"1918",1,11.8180464766489
"1919",1,11.8180464766489
"1920",1,11.8180464766489
"1921",1,11.8180464766489
"1922",1,11.8180464766489
"1923",1,11.8180464766489
"1924",1,11.8180464766489
"1925",1,11.8180464766489
"1926",1,11.8180464766489
"1927",1,11.8180464766489
"1928",1,11.8180464766489
"1929",1,11.8180464766489
"1930",1,11.8180464766489
"1931",1,11.8180464766489
"1932",1,11.8180464766489
"1933",1,11.8180464766489
"1934",1,11.8180464766489
"1935",1,11.8180464766489
"1936",1,11.8180464766489
"1937",1,11.8180464766489
"1938",1,11.8180464766489
"1939",1,11.8180464766489
"1940",1,11.8180464766489
"1941",1,11.8180464766489
"1942",1,11.8180464766489
"1943",1,11.8180464766489
"1944",1,11.8180464766489
"1945",1,11.8180464766489
"1946",1,11.8180464766489
"1947",1,11.8180464766489
"1948",1,11.8180464766489
"1949",1,11.8180464766489
"1950",1,11.8180464766489
"1951",1,11.8180464766489
"1952",1,11.8180464766489
"1953",1,11.8180464766489
"1954",1,11.8180464766489
"1955",1,11.8180464766489
"1956",1,11.8180464766489
"1957",1,11.8180464766489
"1958",1,11.8180464766489
"1959",1,11.8180464766489
"1960",1,11.8180464766489
"1961",1,11.8180464766489
"1962",1,11.8180464766489
"1963",1,11.8180464766489
"1964",1,11.8180464766489
"1965",1,11.8180464766489
"1966",1,11.8180464766489
"1967",1,11.8180464766489
"1968",1,11.8180464766489
"1969",1,11.8180464766489
"1970",1,11.8180464766489
"1971",1,11.8180464766489
"1972",1,11.8180464766489
"1973",1,11.8180464766489
"1974",1,11.8180464766489
"1975",1,11.8180464766489
"1976",1,11.8180464766489
"1977",1,11.8180464766489
"1978",1,11.8180464766489
"1979",1,11.8180464766489
"1980",1,11.8180464766489
"1981",1,11.8180464766489
"1982",1,11.8180464766489
"1983",1,11.8180464766489
"1984",1,11.8180464766489
"1985",1,11.8180464766489
"1986",1,11.8180464766489
"1987",1,11.8180464766489
"1988",1,11.8180464766489
"1989",1,11.8180464766489
"1990",1,11.8180464766489
"1991",1,11.8180464766489
"1992",1,11.8180464766489
"1993",1,11.8180464766489
"1994",1,11.8180464766489
"1995",1,11.8180464766489
"1996",1,11.8180464766489
"1997",1,11.8180464766489
"1998",1,11.8180464766489
"1999",1,11.8180464766489
"2000",1,11.8180464766489
"2401",1,11.8180464766489
"2402",1,11.8180464766489
"2403",1,11.8180464766489
"2404",1,11.8180464766489
"2405",1,11.8180464766489
"2406",1,11.8180464766489
"2407",1,11.8180464766489
"2408",1,11.8180464766489
"2409",1,11.8180464766489
"2410",1,11.8180464766489
"2411",1,11.8180464766489
"2412",1,11.8180464766489
"2413",1,11.8180464766489
"2414",1,11.8180464766489
"2415",1,11.8180464766489
"2416",1,11.8180464766489
"2417",1,11.8180464766489
"2418",1,11.8180464766489
"2419",1,11.8180464766489
"2420",1,11.8180464766489
"2421",1,11.8180464766489
"2422",1,11.8180464766489
"2423",1,11.8180464766489
"2424",1,11.8180464766489
