"","age","HI"
"101",1,9.92595121995695
"102",1,8.80728203112496
"103",1,8.59385729095316
"104",1,7.387382878795
"105",1,9.24459231621551
"106",1,7.70820748294367
"107",1,6.11056057616643
"108",1,8.5254378422461
"109",1,11.5353366140259
"110",1,8.12453086435525
"111",1,10.7593182938922
"112",1,6.19455078925566
"113",1,9.22139835569957
"114",1,10.54489039157
"115",1,10.0285832720921
"116",1,9.58067289305034
"117",1,7.9931107765419
"118",1,7.58242143591949
"119",1,7.25068130155375
"120",1,9.60771102009359
"121",1,7.3952470907018
"122",1,8.29716128079009
"123",1,8.78724093660548
"124",1,14.0598583569893
"125",1,7.97064644766647
"126",1,9.87636652487932
"127",1,9.51826537861667
"128",1,7.3679775440611
"129",1,9.18680136672892
"130",1,12.9293141647866
"131",1,10.3824094226055
"132",1,9.43598165385265
"133",1,8.43749094135958
"134",1,5.48961874537706
"135",1,12.0858862281121
"136",1,6.46342182063442
"137",1,11.0842370033278
"138",1,14.2505589892079
"139",1,6.49251156688801
"140",1,10.989626412794
"141",1,8.77424098976438
"142",1,6.2719679083839
"143",1,6.37017227809604
"144",1,6.222144662362
"145",1,8.21470868946745
"146",1,6.46148726693408
"147",1,10.9553804446159
"148",1,14.8186674512191
"149",1,6.76926850731649
"150",1,11.2034769158686
"151",1,11.1567278697864
"152",1,10.1009852527836
"153",1,7.28023311108766
"154",1,9.08155603643415
"155",1,8.73556860658119
"156",1,10.6500603349477
"157",1,8.54170738188764
"158",1,11.6839707202819
"159",1,8.53723022002831
"160",1,11.8800438648404
"161",1,7.20385542727843
"162",1,6.81746616951046
"163",1,18.5252468660624
"164",1,8.4491886875842
"165",1,10.021778670063
"166",1,10.829195400897
"167",1,8.31106356138844
"168",1,10.5387699922288
"169",1,10.1871566802335
"170",1,8.8742564226038
"171",1,9.48983119265167
"172",1,9.26876595112222
"173",1,14.9042203912864
"174",1,7.79356022425829
"175",1,7.11687443875592
"176",1,9.42828906807757
"177",1,10.0502969194726
"178",1,10.3467887986496
"179",1,8.36334022445491
"180",1,7.17749442913381
"181",1,12.4363419706679
"182",1,8.58943390306275
"183",1,7.5519446611513
"184",1,8.8295162120479
"185",1,8.9133513793494
"186",1,12.0295844587263
"187",1,9.533499040393
"188",1,11.1193442872725
"189",1,8.27926568767431
"190",1,9.82822266880121
"191",1,8.64192178788722
"192",1,9.55566260420275
"193",1,7.49462058094671
"194",1,6.72682894290342
"195",1,14.5108032955279
"196",1,10.7416422920708
"197",1,6.83344891405126
"198",1,8.05233087674599
"199",1,6.95259554399211
"200",1,15.1180038758677
"601",1,9.28360853892446
"602",1,9.27039273936497
"603",1,6.36776808581498
"604",1,11.2101047022635
"605",1,8.88422366217406
"606",1,7.9610832435671
"607",1,6.548108675268
"608",1,8.69453635500811
"609",1,7.58366320336932
"610",1,8.49040282596064
"611",1,6.89425441463802
"612",1,13.6099473375056
"613",1,9.3087000404827
"614",1,11.9380140545793
"615",1,4.68144551746786
"616",1,8.37399603673953
"617",1,7.92376743995258
"618",1,6.88461202718816
"619",1,13.212319178717
"620",1,6.54241328400976
"621",1,10.0687343004799
"622",1,11.3510880574542
"623",1,9.74524187356355
"624",1,7.53320306033663
"625",1,11.5920224956794
"626",1,9.72790147993721
"627",1,7.17717480075012
"628",1,6.59014975667243
"629",1,14.7783583131491
"630",1,7.91776296324829
"631",1,5.80257886764509
"632",1,10.5782423622158
"633",1,10.0497133765317
"634",1,6.6504556649739
"635",1,5.66278646794875
"636",1,9.08841753432637
"637",1,12.1071174043756
"638",1,10.8281044916592
"639",1,8.29228256489134
"640",1,7.61241444029643
"641",1,9.9587559169281
"642",1,9.69776207079486
"643",1,10.8124154961922
"644",1,8.49296936578805
"645",1,11.48526507599
"646",1,7.61895218961642
"647",1,8.62958450570094
"648",1,11.0863926754611
"649",1,11.7174673100039
"650",1,5.66985249034888
"651",1,9.58409031738047
"652",1,10.7613042630361
"653",1,6.48046135349306
"654",1,10.4518872148797
"655",1,7.62406088302532
"656",1,11.7957495842447
"657",1,10.5908351942517
"658",1,11.1567529739831
"659",1,9.61465972981246
"660",1,11.3946160640023
"661",1,12.7538071414575
"662",1,14.4189883872227
"663",1,9.28129266474374
"664",1,5.19106610507164
"665",1,9.41431408234858
"666",1,9.80784541674802
"667",1,9.00361837927264
"668",1,10.6628950273204
"669",1,11.7709592048491
"670",1,8.24105897538765
"671",1,8.70652977326434
"672",1,10.2551886935404
"673",1,8.17542879021581
"674",1,9.54819424216826
"675",1,5.63308870996419
"676",1,7.07273928055566
"677",1,6.69666968817362
"678",1,7.57485777441646
"679",1,7.88838658575688
"680",1,10.2185480127434
"681",1,11.6972079817964
"682",1,7.82102707984579
"683",1,7.30192934893916
"684",1,7.21783268880155
"685",1,8.45389814519852
"686",1,8.82364136892377
"687",1,10.4590427760858
"688",1,8.64900474741331
"689",1,5.4504956267558
"690",1,9.14270663831109
"691",1,12.2335264848578
"692",1,12.2452469140867
"693",1,7.70028817263069
"694",1,6.31347711353971
"695",1,15.9231751857583
"696",1,8.98830502692245
"697",1,9.12955140417155
"698",1,10.3089541193387
"699",1,6.20103099375282
"700",1,7.81938034339984
"701",1,6.32600659451632
"702",1,7.88880269269911
"703",1,9.610430727972
"704",1,6.63124745929845
"705",1,10.7155463629735
"706",1,10.001136563978
"707",1,7.47767825315012
"708",1,9.85551467791297
"709",1,11.1044708069508
"710",1,11.9018811450158
"711",1,8.87968760211681
"712",1,9.13788968993087
"713",1,9.1530353699671
"714",1,12.9208112803981
"715",1,12.0693976498615
"716",1,11.320718913215
"717",1,8.72083877230289
"718",1,10.1972135287974
"719",1,10.2680575123227
"720",1,7.21786176054437
"721",1,6.01030726633881
"722",1,10.8420780870295
"723",1,6.34505598677502
"724",1,9.34790823635483
"725",1,9.91062744385193
"726",1,10.6521858455571
"727",1,9.77090892388436
"728",1,7.81025065578086
"729",1,11.7081688777196
"730",1,13.7558420731245
"731",1,11.4390624625686
"732",1,5.66168467187156
"733",1,12.8058843754932
"734",1,9.22031167707966
"735",1,10.558141451641
"736",1,10.7936482875244
"737",1,9.13122365107385
"738",1,9.17812490152632
"739",1,11.792910370065
"740",1,11.0139138591466
"741",1,11.7182170129954
"742",1,15.6869886680887
"743",1,10.8975067492595
"744",1,9.81201749937665
"745",1,5.24875553126351
"746",1,16.6726256472628
"747",1,8.3133294283048
"748",1,15.6613773530349
"749",1,10.2005119845756
"750",1,13.1894896312473
"751",1,9.10278777587138
"752",1,10.5258132368248
"753",1,9.82710416234659
"754",1,8.93714868561867
"755",1,9.07950655345094
"756",1,11.7765391659493
"757",1,8.90414480598629
"758",1,5.51383711759545
"759",1,8.91611882543183
"760",1,10.5939919683476
"761",1,10.7800297225356
"762",1,10.7803033261697
"763",1,6.07030099257145
"764",1,10.1866337394351
"765",1,11.6605212583356
"766",1,12.4723140836471
"767",1,8.85372743670839
"768",1,8.64780803862352
"769",1,13.0488529771203
"770",1,6.11058377540906
"771",1,8.40780770272095
"772",1,10.3965989579824
"773",1,6.19473441786674
"774",1,9.97859218594534
"775",1,14.159034286149
"776",1,9.33516169213681
"777",1,8.73968867243526
"778",1,10.4382308233715
"779",1,8.73837663356094
"780",1,11.2678523656525
"781",1,11.4982044370204
"782",1,9.35014609606312
"783",1,6.96861504200067
"784",1,6.7136197891096
"785",1,8.08889926358715
"786",1,11.2276356314323
"787",1,5.63862777686692
"788",1,5.75311905151219
"789",1,7.96699441711842
"790",1,10.247051342796
"791",1,7.45980802180013
"792",1,11.4532092110217
"793",1,10.1037141856284
"794",1,8.97054423636716
"795",1,11.2815000094541
"796",1,10.2328288420291
"797",1,8.38898784553857
"798",1,9.86653334550746
"799",1,10.8560080776689
"800",1,10.1573765180997
"901",1,7.69570412320399
"902",1,10.0249554749457
"903",1,13.472169300623
"904",1,11.9632902770243
"905",1,8.02542807859311
"906",1,11.2993557136705
"907",1,9.23679234254174
"908",1,10.0289561537534
"909",1,9.93398849872394
"910",1,16.2968658341874
"911",1,6.95294395381157
"912",1,9.56994360361284
"913",1,5.92537169892776
"914",1,10.7151896075084
"915",1,11.9946774610763
"916",1,12.9323741975884
"917",1,5.69109312204981
"918",1,10.2904734879256
"919",1,13.3433423257396
"920",1,8.45508750982757
"921",1,8.88118453338795
"922",1,9.26331469410161
"923",1,10.1778843111438
"924",1,10.8993358470231
"925",1,12.5835143031973
"926",1,9.13384327133527
"927",1,9.78658289226852
"928",1,16.0179338660098
"929",1,10.3339104211933
"930",1,9.76936999970486
"931",1,6.67096976929907
"932",1,9.35051109381334
"933",1,8.86151277970371
"934",1,9.31967737013345
"935",1,8.12438797368229
"936",1,7.90125610203927
"937",1,7.83406181253272
"938",1,8.87613501907542
"939",1,12.7200545227652
"940",1,11.8706104604756
"941",1,8.56778845370812
"942",1,6.08059073592732
"943",1,7.59231152605243
"944",1,8.36458690227525
"945",1,9.57607418648857
"946",1,7.94939292910489
"947",1,14.5389514890387
"948",1,8.75282698068516
"949",1,6.90087750217008
"950",1,9.03414618901832
"951",1,7.28586855089125
"952",1,9.69503775970349
"953",1,9.87233048069606
"954",1,10.1557443526606
"955",1,6.18785230950315
"956",1,9.84261172417273
"957",1,10.0502254727783
"958",1,6.53223023639501
"959",1,11.6284278212898
"960",1,11.1945455447864
"961",1,15.4278219058494
"962",1,9.69628261261727
"963",1,9.44827471167897
"964",1,9.56017392317185
"965",1,9.49986526638571
"966",1,5.8140363477587
"967",1,6.1052426230748
"968",1,9.17313494305995
"969",1,8.11297135688594
"970",1,9.46617928780756
"971",1,5.40006465413876
"972",1,6.39764002211555
"973",1,7.10672668417818
"974",1,11.7073757713749
"975",1,7.11226141300133
"976",1,7.67972736105376
"977",1,9.52256415229897
"978",1,8.64600863128793
"979",1,9.67290411024427
"980",1,15.4446668872962
"981",1,7.06407561088179
"982",1,8.68246948247708
"983",1,8.24355536891217
"984",1,13.1169936544006
"985",1,7.73834331685785
"986",1,9.16316833808854
"987",1,11.2019615579352
"988",1,7.18631003005436
"989",1,13.5178356248758
"990",1,10.9254235399556
"991",1,7.15726723491634
"992",1,10.3897282204921
"993",1,8.87870325507006
"994",1,10.0567001213427
"995",1,9.14589860142979
"996",1,11.9264512048515
"997",1,6.65529038113698
"998",1,8.23160391744062
"999",1,8.8019517195194
"1000",1,7.3038876553564
"1601",1,10.8780917338732
"1602",1,8.37234604560472
"1603",1,8.08715131375908
"1604",1,6.03996123042607
"1605",1,8.8869831592113
